id,title,description,manufacturer,price
b000bckm46,corefx three level,corefx is suitable for beginners to advanced users of both computers and art and design. right from the opening page users will find the instructions and suggestions intuitive and very easy to use. corefx supplies a comprehensive set of artists tools which can be applied directly onto the page. charcoal felt tips coloring pencils and many more can be used individually or mixed and blended to create a limitless number of effects. it is this blending of colors which is unique and quite frankly dazzling! corefx allows you to work with images from a wide variety of sources. use digital photographs image scans web graphics and many other sources as your starting point. any images you produce in corefx can easily be saved for use on the web (including animations) and other software programs.,core learning,59.95
b00029rapc,calculation skills v1 add & sub - basic - core learning,this four volume series builds fundamental calculation competence with four core arithmetic operations. two volumes provide calculation practice with addition and subtraction at a basic and advanced level; the other two volumes provide calculation practice with multiplication and division at a basic and advanced level. volume 1 features helpful calculation information: how to add addition table how to subtract subtraction table take away from 10 or 9 table money and decimals change from $1.00 table the program provides three timed drills basic addition drill basic subtraction drill making change from $1.00 drillsystem requirements: windows 98/me/2000/xp pentium ii 400 mhz + 96 mb ram + 25 mb hard disk space cd-rom drive vga display 16-bit color with 800x600 resolutionformat: win 98 me 2000 xp,sos aggregation company,0.0
b000gb1xfo,peachtree by sage premium accounting 2007,peachtree premium accounting 2007 is a comprehensive solution that provides advanced accounting features. its general ledger accounts payable and accounts receivables make it easier than ever to manage financial data while archiving it more easily. create open modify and save client files for easier and better financial management.,sage software,499.99
b0000c7fpt,reel deal casino shuffle master edition,reel deal casino shuffle master edition is packed with the hot casino games -- master them and become a high roller!,phantom efx,19.99
b000ro7h3w,acid music studio 7,if you're serious about making your own music acid music studio software is the perfect tool for original song creation live recording and studio-quality mixing and effects processing. share your songs any way you want ? burn your own cds upload to the web or export to your mp3 player. with built-in tutorials to guide you you'll be composing mixing and mastering like a pro in no time. create original music by combining the included music loops ? over 1 700 of them ? or record and edit your own live performances create custom soundtracks for your video projects created in vegas movie studio+dvd software or other applications show me how tutorials go beyond the booklets and basic tutorials that other solutions provide. these extraordinary helpers are built right into the software ? just click show me how to access simple interactive help on over 20 topics create your own cds in minutes. cd layout and burning is fully integrated into the software so you can conveniently create your music and produce professional-sounding cds all within one application want to get heard? acidplanet is the premier internet site for musicians and content developers. join acidplanet.com to upload and share compositions remix songs from major-label artists and collaborate with other members on a wide range of music and video projects new! vst audio effect support new! asio driver support new! edit source project chopper editing tool to edit and clone loops beatmapper tool for easy remixing track-level volume panning and effects editing master bus track for project-wide volume and pan fades,sony media,78.95
b00006jo4g,punch! super home suite,super home suite is a full set of powerful home modelling tools that will let you build a complete 3d scale model of your home! home estimator compiles cost information for building materials and landscape plantings and gives ou a full report on the expenses work with autoframing to create 3d views of your home's frame -- see complex stairs roof trusses headers and more create a complete 3d model of the whole house indoors and out furnishings and all with 3d realmodel,punch! software,49.99
b00007g3ai,punch! master landscape & home design,plan out your perfect home & garden with the set of applications available here! / for windows take a virtual walkthrough of your home & garden when you're done to get a feel for the layout experiment with lighting and shadows you'll have the design of your dreams by the time you're through!,punch! software,99.99
b000i7zabo,ca antivirus 2007,anti-virus 2007 is the latest antivirus protection for your home and home office pc. take comfort while you're online -- you'll be defended by a tool that offers complete virus protection. secure your pc against thousands of computer viruses worms and trojan-horse programs. it's your all-in-one tool for complete protection detection and elimination of online threats. vista compatible,computer associates,39.95
b000v7riie,brain builder,,core learning,19.95
b000egidpy,printmaster platinum v 17.0,printmaster platinum 17 lets creative home users experience the ultimate in imaginative freedom. it's got the pictures templates and tools you need for a wonderful homemade greeting card invitation or more. everything from a bridal shower invitation to youth soccer league rosters can be made quickly and easily. create slideshows that can be viewed on a computer or tv,encore software,39.99
b000gpsz42,street atlas usa 2007 plus dvd,are you a serious road warrior looking for the ultimate atlas for your computer or handheld? look no further than delorme street atlas usa 2007 the most comprehensive mapping program you'll find anywhere. easy setup with laptops pdas and smart phones with the ability to send full mapping routing and gps voice navigation capabilities to pdas (with full pocket pc and palm os support) smart phones running palm os and windows mobile 5.0 and even intel-macs running boot camp for windows xp delorme street atlas usa is the one of the most versatile mapping programs available. plan your trip just the way you want with on-screen guideposts that guide you through your journey. delorme street atlas usa 2007 makes it easy. view larger. define areas such as large urban centers to avoid during rush hour. the software automatically routes you around avoided areas.view larger. the mapshare feature of street atlas usa makes personalizing and sharing maps and directions easier than ever. view larger. quickly find important points of interest along your route including retail stores. view larger. you can even send static maps or aerial images to ipods and other digital audio and video players. ideal for urban walking environments this feature will let you scroll through your maps on your ipod (and other digital audio and video players) just as you would with photos. for pcs you have the option of either running the program directly off of the dvd or saving it to your hard drive. delorme street atlas usa 2007 is also compatible with the earthmate gps lt-20 and earthmate gps blue logger. over 3.4 million road updates with delorme street atlas usa you can plan your trips with ease and navigate worry-free with up-to-date feature-rich mapping software. get updated street-level detail for u.s. and canada with more than 133 000 new roads and 3.4 million road updates plus four million places of interest. the software also includes over 14 million canadian residential and business phone listings. and just as with earlier versions street atlas usa 2007 gives you the option of adding to the data base by including the local routable roads that you discover on your travels. a new netlink feature makes it easier to communicate data revisions to delorme mapmaking staff who reply with confirmation emails when changes are made. with four million updated places of interest in both the united states and canada including hotels restaurants gas and more you'll always know where the closest service center is. the software even includes service listings with phone numbers for major chains. map controls and search capabilities the maps can be controlled using a variety of methods including the traditional push-button zooming which drills in and out while keeping the map exactly centered. also holding down the left mouse button enables you to drag and zoom left-to-right across the map; moving the mouse in the same manner but in the opposite direction lets you zooms out. delorme employs several powerful search capabilities within the software. the first is a simple box called quicksearch in which you type common requests including towns cities zip codes colleges and so on to receive the quickest possible matches. also featured with the 2007 version is new built-in intelligence that overrules common typing errors to help return good matches. for instance double commas ( ) periods instead of commas and spaces do not prevent a good match from being offered. map drawing and voice options with delorme street atlas usa you can add map notes; draw your own circles polygons and squares; measure the area of your draw objects; and even draw in your own roads and route on them. when you right-click on a map you can drill into the area's details such as latitude/longitude names of streets and bodies of water and even local radio station information. the voice tab of the software is where you train the software to recognize your voice for issuing routing and gps commands while tracking. you ask common questions such as how far to my next turn? and the software will answer. the software also reads upcoming turn information including the time to turn time to finish and name of the street to turn onto. new voice settings allow you to select how far in advance of your turn you'd like to be prompted. the voice function can also be turned off if you prefer. add local roads to street atlas routing a delorme exclusive this feature lets you update local roads when new developments are planned or added between delorme software releases. this tool is located within the draw tab and lets you draw in the road segment connecting it to another local road within the database. assign a name save it and when you create automatic routes the software is smart enough to include these new local roads in the routing calculations and also update the directions. you also have the ability to create and save commonly-used names for places you visit often such as home work or dad's. once these names are assigned the routing starts stops and finishes also display these names making retrieval easy for repeated usage. up to 200 names from your address book can be recognized using this system. printing and sharing you can print crisp color or black-and-white maps that you control to best match what is seen on screen. you can also print travel packages containing strip maps and directions to bring on your trip. you don't want to use a lot of ink and paper? then print just the turn details which show thumbnail maps of each of the decision points along your route.,delorme,59.95
b000jx84va,instant immersion hawaiian audio,,topics entertainment,0.0
